agricultural_land_percent_of_land_area,geo,time
19.69,tto,1972
21.44,tto,1973
21.64,tto,1974
20.66,tto,1975
20.66,tto,1976
20.66,tto,1977
20.66,tto,1978
20.66,tto,1979
19.69,tto,1980
18.52,tto,1981
17.15,tto,1982
14.42,tto,1983
14.42,tto,1984
13.84,tto,1985
13.84,tto,1986
13.84,tto,1987
14.04,tto,1988
14.04,tto,1989
15.01,tto,1990
15.79,tto,1991
15.79,tto,1992
15.79,tto,1993
15.79,tto,1994
14.81,tto,1995
14.81,tto,1996
13.84,tto,1997
12.87,tto,1998
13.06,tto,1999
13.06,tto,2000
11.7,tto,2001
11.7,tto,2002
11.7,tto,2003
10.72,tto,2004
10.53,tto,2005
10.53,tto,2006
10.53,tto,2007
10.53,tto,2008
10.53,tto,2009
55.66,tun,1961
55.53,tun,1962
55.39,tun,1963
55.8,tun,1964
55.66,tun,1965
55.53,tun,1966
55.39,tun,1967
55.26,tun,1968
56.1,tun,1969
57.17,tun,1970
57.08,tun,1971
57.59,tun,1972
58.03,tun,1973
58.22,tun,1974
58.54,tun,1975
58.85,tun,1976
59.02,tun,1977
58.15,tun,1978
57.61,tun,1979
56.0,tun,1980
56.32,tun,1981
56.75,tun,1982
57.28,tun,1983
57.27,tun,1984
56.78,tun,1985
56.04,tun,1986
55.97,tun,1987
54.66,tun,1988
55.81,tun,1989
55.64,tun,1990
59.28,tun,1991
60.21,tun,1992
60.65,tun,1993
59.75,tun,1994
60.17,tun,1995
60.02,tun,1996
60.16,tun,1997
60.63,tun,1998
61.32,tun,1999
61.48,tun,2000
61.14,tun,2001
62.84,tun,2002
62.98,tun,2003
63.27,tun,2004
63.23,tun,2005
63.12,tun,2006
63.11,tun,2007
63.6,tun,2008
63.01,tun,2009
47.45,tur,1961
47.62,tur,1962
48.56,tur,1963
48.45,tur,1964
48.46,tur,1965
48.7,tur,1966
48.46,tur,1967
48.86,tur,1968
50.21,tur,1969
49.61,tur,1970
49.78,tur,1971
50.45,tur,1972
50.4,tur,1973
49.8,tur,1974
49.33,tur,1975
49.25,tur,1976
49.41,tur,1977
49.43,tur,1978
50.53,tur,1979
50.13,tur,1980
50.17,tur,1981
48.32,tur,1982
47.71,tur,1983
48.87,tur,1984
49.54,tur,1985
50.0,tur,1986
51.23,tur,1987
51.02,tur,1988
51.84,tur,1989
51.55,tur,1990
52.06,tur,1991
51.85,tur,1992
51.86,tur,1993
52.17,tur,1994
51.31,tur,1995
51.15,tur,1996
50.99,tur,1997
51.87,tur,1998
52.37,tur,1999
52.6,tur,2000
53.23,tur,2001
53.53,tur,2002
52.81,tur,2003
53.55,tur,2004
53.56,tur,2005
52.61,tur,2006
51.33,tur,2007
50.83,tur,2008
50.56,tur,2009
68.55,tkm,1992
68.69,tkm,1993
68.87,tkm,1994
68.92,tkm,1995
68.93,tkm,1996
68.94,tkm,1997
68.98,tkm,1998
68.91,tkm,1999
68.91,tkm,2000
68.87,tkm,2001
68.98,tkm,2002
69.08,tkm,2003
69.08,tkm,2004
69.4,tkm,2005
69.49,tkm,2006
69.4,tkm,2007
69.4,tkm,2008
69.39,tkm,2009
1.053,tca,1961
1.053,tca,1962
1.053,tca,1963
1.053,tca,1964
1.053,tca,1965
1.053,tca,1966
1.053,tca,1967
1.053,tca,1968
1.053,tca,1969
1.053,tca,1970
1.053,tca,1971
1.053,tca,1972
1.053,tca,1973
1.053,tca,1974
1.053,tca,1975
1.053,tca,1976
1.053,tca,1977
1.053,tca,1978
1.053,tca,1979
1.053,tca,1980
1.053,tca,1981
1.053,tca,1982
1.053,tca,1983
1.053,tca,1984
1.053,tca,1985
1.053,tca,1986
1.053,tca,1987
1.053,tca,1988
1.053,tca,1989
1.053,tca,1990
1.053,tca,1991
1.053,tca,1992
1.053,tca,1993
1.053,tca,1994
1.053,tca,1995
1.053,tca,1996
1.053,tca,1997
1.053,tca,1998
1.053,tca,1999
1.053,tca,2000
1.053,tca,2001
1.053,tca,2002
1.053,tca,2003
1.053,tca,2004
1.053,tca,2005
1.053,tca,2006
1.053,tca,2007
1.053,tca,2008
1.053,tca,2009
66.67,tuv,1961
66.67,tuv,1962
66.67,tuv,1963
66.67,tuv,1964
66.67,tuv,1965
66.67,tuv,1966
66.67,tuv,1967
66.67,tuv,1968
66.67,tuv,1969
66.67,tuv,1970
66.67,tuv,1971
66.67,tuv,1972
66.67,tuv,1973
66.67,tuv,1974
66.67,tuv,1975
66.67,tuv,1976
66.67,tuv,1977
66.67,tuv,1978
66.67,tuv,1979
66.67,tuv,1980
66.67,tuv,1981
66.67,tuv,1982
66.67,tuv,1983
66.67,tuv,1984
66.67,tuv,1985
66.67,tuv,1986
66.67,tuv,1987
66.67,tuv,1988
66.67,tuv,1989
66.67,tuv,1990
66.67,tuv,1991
66.67,tuv,1992
66.67,tuv,1993
66.67,tuv,1994
66.67,tuv,1995
66.67,tuv,1996
66.67,tuv,1997
66.67,tuv,1998
66.67,tuv,1999
66.67,tuv,2000
33.33,tuv,2001
33.33,tuv,2002
33.33,tuv,2003
33.33,tuv,2004
33.33,tuv,2005
33.33,tuv,2006
33.33,tuv,2007
33.33,tuv,2008
33.33,tuv,2009
45.13,uga,1961
45.61,uga,1962
46.33,uga,1963
49.41,uga,1964
49.4,uga,1965
49.47,uga,1966
49.49,uga,1967
49.67,uga,1968
49.8,uga,1969
49.95,uga,1970
50.2,uga,1971
50.55,uga,1972
50.95,uga,1973
51.37,uga,1974
52.08,uga,1975
52.74,uga,1976
52.74,uga,1977
53.1,uga,1978
53.1,uga,1979
53.45,uga,1980
53.85,uga,1981
54.25,uga,1982
56.55,uga,1983
57.55,uga,1984
58.06,uga,1985
59.14,uga,1986
59.14,uga,1987
59.14,uga,1988
59.37,uga,1989
59.87,uga,1990
60.22,uga,1991
60.32,uga,1992
60.47,uga,1993
60.57,uga,1994
60.67,uga,1995
60.92,uga,1996
60.92,uga,1997
61.27,uga,1998
61.37,uga,1999
62.62,uga,2000
63.12,uga,2001
64.12,uga,2002
65.62,uga,2003
66.37,uga,2004
66.37,uga,2005
66.87,uga,2006
67.62,uga,2007
68.88,uga,2008
69.88,uga,2009
72.37,ukr,1992
72.31,ukr,1993
72.26,ukr,1994
72.24,ukr,1995
72.22,ukr,1996
72.24,ukr,1997
71.82,ukr,1998
71.55,ukr,1999
71.47,ukr,2000
71.43,ukr,2001
71.45,ukr,2002
71.38,ukr,2003
71.38,ukr,2004
71.29,ukr,2005
71.26,ukr,2006
71.23,ukr,2007
71.28,ukr,2008
71.25,ukr,2009
2.488,are,1961
2.488,are,1962
2.488,are,1963
2.488,are,1964
2.5,are,1965
2.512,are,1966
2.512,are,1967
2.512,are,1968
2.512,are,1969
2.536,are,1970
2.536,are,1971
2.536,are,1972
2.548,are,1973
2.56,are,1974
2.572,are,1975
2.584,are,1976
2.596,are,1977
2.608,are,1978
2.62,are,1979
2.667,are,1980
2.715,are,1981
2.715,are,1982
2.775,are,1983
2.775,are,1984
2.811,are,1985
2.847,are,1986
2.847,are,1987
2.859,are,1988
2.859,are,1989
3.409,are,1990
3.708,are,1991
4.055,are,1992
4.246,are,1993
4.45,are,1994
4.581,are,1995
4.689,are,1996
4.785,are,1997
4.821,are,1998
6.232,are,1999
6.603,are,2000
6.782,are,2001
6.83,are,2002
6.687,are,2003
6.699,are,2004
6.675,are,2005
6.806,are,2006
6.806,are,2007
6.806,are,2008
6.806,are,2009
81.84,gbr,1961
81.76,gbr,1962
81.62,gbr,1963
81.44,gbr,1964
80.95,gbr,1965
80.81,gbr,1966
80.83,gbr,1967
80.3,gbr,1968
80.11,gbr,1969
77.91,gbr,1970
77.89,gbr,1971
77.53,gbr,1972
77.28,gbr,1973
77.04,gbr,1974
76.81,gbr,1975
76.75,gbr,1976
76.43,gbr,1977
76.38,gbr,1978
76.27,gbr,1979
76.34,gbr,1980
75.72,gbr,1981
75.56,gbr,1982
75.29,gbr,1983
75.24,gbr,1984
75.1,gbr,1985
74.94,gbr,1986
74.88,gbr,1987
76.15,gbr,1988
75.67,gbr,1989
75.24,gbr,1990
74.99,gbr,1991
74.69,gbr,1992
72.48,gbr,1993
71.96,gbr,1994
71.83,gbr,1995
72.31,gbr,1996
72.69,gbr,1997
72.41,gbr,1998
71.17,gbr,1999
70.12,gbr,2000
70.07,gbr,2001
70.17,gbr,2002
70.09,gbr,2003
70.48,gbr,2004
70.09,gbr,2005
73.73,gbr,2006
72.94,gbr,2007
73.1,gbr,2008
71.61,gbr,2009
48.86,usa,1961
48.48,usa,1962
48.2,usa,1963
47.93,usa,1964
47.59,usa,1965
47.55,usa,1966
47.53,usa,1967
47.58,usa,1968
47.54,usa,1969
47.43,usa,1970
47.31,usa,1971
47.2,usa,1972
47.08,usa,1973
46.97,usa,1974
46.97,usa,1975
46.97,usa,1976
46.98,usa,1977
46.75,usa,1978
46.75,usa,1979
46.75,usa,1980
46.75,usa,1981
47.1,usa,1982
47.1,usa,1983
47.1,usa,1984
47.1,usa,1985
47.1,usa,1986
46.62,usa,1987
46.62,usa,1988
46.62,usa,1989
46.62,usa,1990
46.62,usa,1991
46.45,usa,1992
46.18,usa,1993
45.98,usa,1994
45.87,usa,1995
45.45,usa,1996
45.3,usa,1997
45.27,usa,1998
45.19,usa,1999
45.23,usa,2000
45.29,usa,2001
45.08,usa,2002
44.95,usa,2003
44.48,usa,2004
44.26,usa,2005
43.75,usa,2006
43.93,usa,2007
44.2,usa,2008
44.11,usa,2009
87.02,ury,1961
86.81,ury,1962
86.52,ury,1963
86.58,ury,1964
86.28,ury,1965
86.33,ury,1966
86.33,ury,1967
86.12,ury,1968
86.12,ury,1969
86.03,ury,1970
86.03,ury,1971
86.03,ury,1972
86.02,ury,1973
86.06,ury,1974
86.09,ury,1975
86.16,ury,1976
86.16,ury,1977
86.16,ury,1978
86.17,ury,1979
86.17,ury,1980
85.97,ury,1981
85.71,ury,1982
85.52,ury,1983
85.27,ury,1984
85.08,ury,1985
84.83,ury,1986
84.72,ury,1987
84.7,ury,1988
84.7,ury,1989
84.7,ury,1990
84.7,ury,1991
84.82,ury,1992
84.82,ury,1993
84.82,ury,1994
84.88,ury,1995
85.04,ury,1996
85.04,ury,1997
85.2,ury,1998
85.2,ury,1999
85.46,ury,2000
85.45,ury,2001
84.8,ury,2002
84.8,ury,2003
84.22,ury,2004
84.22,ury,2005
83.37,ury,2006
83.46,ury,2007
85.08,ury,2008
84.6,ury,2009
65.17,uzb,1992
64.99,uzb,1993
64.98,uzb,1994
64.99,uzb,1995
64.98,uzb,1996
64.97,uzb,1997
64.26,uzb,1998
64.25,uzb,1999
64.23,uzb,2000
64.25,uzb,2001
63.58,uzb,2002
63.09,uzb,2003
63.09,uzb,2004
62.86,uzb,2005
62.74,uzb,2006
62.62,uzb,2007
62.58,uzb,2008
62.65,uzb,2009
8.614,vut,1961
8.614,vut,1962
8.614,vut,1963
8.614,vut,1964
9.27,vut,1965
9.27,vut,1966
9.27,vut,1967
9.27,vut,1968
9.27,vut,1969
9.844,vut,1970
9.844,vut,1971
9.844,vut,1972
9.844,vut,1973
9.844,vut,1974
10.34,vut,1975
10.34,vut,1976
10.42,vut,1977
10.42,vut,1978
10.5,vut,1979
10.5,vut,1980
10.75,vut,1981
10.83,vut,1982
11.07,vut,1983
11.07,vut,1984
11.24,vut,1985
11.57,vut,1986
11.73,vut,1987
12.06,vut,1988
12.22,vut,1989
12.47,vut,1990
12.63,vut,1991
12.88,vut,1992
13.04,vut,1993
13.13,vut,1994
13.54,vut,1995
13.7,vut,1996
13.78,vut,1997
14.11,vut,1998
14.19,vut,1999
14.36,vut,2000
14.52,vut,2001
14.6,vut,2002
14.77,vut,2003
14.85,vut,2004
15.01,vut,2005
15.18,vut,2006
15.34,vut,2007
15.34,vut,2008
15.34,vut,2009
21.8,ven,1961
21.88,ven,1962
21.96,ven,1963
22.04,ven,1964
22.12,ven,1965
22.2,ven,1966
22.3,ven,1967
22.4,ven,1968
22.49,ven,1969
22.6,ven,1970
22.7,ven,1971
22.75,ven,1972
22.88,ven,1973
22.95,ven,1974
23.01,ven,1975
23.21,ven,1976
23.45,ven,1977
23.51,ven,1978
23.69,ven,1979
23.83,ven,1980
23.85,ven,1981
23.99,ven,1982
24.13,ven,1983
24.25,ven,1984
24.53,ven,1985
24.77,ven,1986
24.9,ven,1987
24.95,ven,1988
24.73,ven,1989
24.78,ven,1990
24.78,ven,1991
24.5,ven,1992
24.49,ven,1993
24.5,ven,1994
24.51,ven,1995
24.52,ven,1996
24.53,ven,1997
24.54,ven,1998
24.53,ven,1999
24.26,ven,2000
24.26,ven,2001
24.15,ven,2002
24.15,ven,2003
24.2,ven,2004
24.2,ven,2005
24.2,ven,2006
24.2,ven,2007
24.2,ven,2008
24.26,ven,2009
19.33,vnm,1961
19.35,vnm,1962
19.36,vnm,1963
19.38,vnm,1964
19.39,vnm,1965
19.41,vnm,1966
19.48,vnm,1967
19.56,vnm,1968
19.61,vnm,1969
19.71,vnm,1970
19.73,vnm,1971
19.81,vnm,1972
19.91,vnm,1973
19.99,vnm,1974
20.01,vnm,1975
20.65,vnm,1976
20.93,vnm,1977
21.0,vnm,1978
21.05,vnm,1979
21.07,vnm,1980
21.13,vnm,1981
21.15,vnm,1982
21.2,vnm,1983
21.23,vnm,1984
20.74,vnm,1985
20.66,vnm,1986
20.62,vnm,1987
20.62,vnm,1988
20.63,vnm,1989
20.66,vnm,1990
20.74,vnm,1991
21.58,vnm,1992
21.77,vnm,1993
21.94,vnm,1994
21.75,vnm,1995
23.6,vnm,1996
24.1,vnm,1997
24.75,vnm,1998
25.85,vnm,1999
28.23,vnm,2000
30.48,vnm,2001
30.45,vnm,2002
30.76,vnm,2003
31.59,vnm,2004
32.42,vnm,2005
32.5,vnm,2006
32.45,vnm,2007
33.02,vnm,2008
33.13,vnm,2009
34.29,vir,1961
34.29,vir,1962
40.0,vir,1963
45.71,vir,1964
45.71,vir,1965
45.71,vir,1966
42.86,vir,1967
42.86,vir,1968
42.86,vir,1969
42.86,vir,1970
42.86,vir,1971
42.86,vir,1972
42.86,vir,1973
42.86,vir,1974
42.86,vir,1975
42.86,vir,1976
42.86,vir,1977
42.86,vir,1978
42.86,vir,1979
45.71,vir,1980
45.71,vir,1981
42.86,vir,1982
40.0,vir,1983
40.0,vir,1984
34.29,vir,1985
34.29,vir,1986
34.29,vir,1987
31.43,vir,1988
31.43,vir,1989
28.57,vir,1990
28.57,vir,1991
28.57,vir,1992
28.57,vir,1993
25.71,vir,1994
22.86,vir,1995
22.86,vir,1996
22.86,vir,1997
22.86,vir,1998
20.0,vir,1999
20.0,vir,2000
20.0,vir,2001
17.14,vir,2002
17.14,vir,2003
17.14,vir,2004
17.14,vir,2005
11.43,vir,2006
11.43,vir,2007
11.43,vir,2008
11.43,vir,2009
60.8,pse,1961
60.8,pse,1962
60.8,pse,1963
60.63,pse,1964
60.63,pse,1965
60.8,pse,1966
60.96,pse,1967
60.96,pse,1968
60.96,pse,1969
61.13,pse,1970
61.13,pse,1971
61.13,pse,1972
61.13,pse,1973
61.3,pse,1974
61.3,pse,1975
61.63,pse,1976
61.96,pse,1977
62.29,pse,1978
62.13,pse,1979
62.29,pse,1980
62.96,pse,1981
63.12,pse,1982
63.46,pse,1983
63.62,pse,1984
63.12,pse,1985
63.12,pse,1986
62.79,pse,1987
62.79,pse,1988
62.62,pse,1989
62.29,pse,1990
61.79,pse,1991
61.46,pse,1992
61.46,pse,1993
61.46,pse,1994
62.46,pse,1995
61.79,pse,1996
61.46,pse,1997
57.97,pse,1998
60.47,pse,1999
61.79,pse,2000
61.3,pse,2001
61.46,pse,2002
60.96,pse,2003
60.96,pse,2004
61.46,pse,2005
60.96,pse,2006
60.96,pse,2007
61.13,pse,2008
60.96,pse,2009
44.2,yem,1961
44.22,yem,1962
44.24,yem,1963
44.26,yem,1964
44.28,yem,1965
44.3,yem,1966
44.32,yem,1967
44.33,yem,1968
44.35,yem,1969
44.35,yem,1970
44.37,yem,1971
44.39,yem,1972
44.4,yem,1973
44.41,yem,1974
44.43,yem,1975
44.43,yem,1976
44.43,yem,1977
44.44,yem,1978
44.44,yem,1979
44.44,yem,1980
44.44,yem,1981
44.44,yem,1982
44.44,yem,1983
44.44,yem,1984
44.45,yem,1985
44.45,yem,1986
44.47,yem,1987
44.47,yem,1988
44.47,yem,1989
44.75,yem,1990
44.76,yem,1991
44.47,yem,1992
44.94,yem,1993
44.95,yem,1994
44.96,yem,1995
44.99,yem,1996
44.93,yem,1997
44.85,yem,1998
44.83,yem,1999
44.83,yem,2000
44.69,yem,2001
44.81,yem,2002
44.5,yem,2003
44.62,yem,2004
44.55,yem,2005
44.75,yem,2006
44.75,yem,2007
44.54,yem,2008
44.42,yem,2009
25.97,zmb,1961
26.04,zmb,1962
26.1,zmb,1963
26.18,zmb,1964
26.25,zmb,1965
26.38,zmb,1966
26.45,zmb,1967
26.55,zmb,1968
26.64,zmb,1969
26.73,zmb,1970
26.98,zmb,1971
27.24,zmb,1972
27.1,zmb,1973
27.18,zmb,1974
27.22,zmb,1975
27.46,zmb,1976
27.27,zmb,1977
27.11,zmb,1978
26.61,zmb,1979
26.7,zmb,1980
26.68,zmb,1981
26.65,zmb,1982
26.85,zmb,1983
26.88,zmb,1984
27.07,zmb,1985
27.21,zmb,1986
27.4,zmb,1987
27.62,zmb,1988
28.11,zmb,1989
27.99,zmb,1990
28.01,zmb,1991
28.34,zmb,1992
28.52,zmb,1993
28.89,zmb,1994
28.87,zmb,1995
29.41,zmb,1996
29.56,zmb,1997
29.63,zmb,1998
30.14,zmb,1999
30.26,zmb,2000
30.34,zmb,2001
30.42,zmb,2002
30.82,zmb,2003
30.8,zmb,2004
30.62,zmb,2005
31.0,zmb,2006
30.92,zmb,2007
31.06,zmb,2008
31.46,zmb,2009
28.4,zwe,1961
28.62,zwe,1962
28.84,zwe,1963
29.06,zwe,1964
29.22,zwe,1965
29.49,zwe,1966
29.71,zwe,1967
29.93,zwe,1968
30.15,zwe,1969
30.37,zwe,1970
30.59,zwe,1971
30.76,zwe,1972
30.85,zwe,1973
31.07,zwe,1974
31.16,zwe,1975
31.25,zwe,1976
31.32,zwe,1977
31.45,zwe,1978
31.58,zwe,1979
31.73,zwe,1980
31.92,zwe,1981
32.14,zwe,1982
32.34,zwe,1983
32.48,zwe,1984
32.67,zwe,1985
32.87,zwe,1986
33.06,zwe,1987
33.29,zwe,1988
33.49,zwe,1989
33.63,zwe,1990
34.07,zwe,1991
34.51,zwe,1992
34.95,zwe,1993
35.39,zwe,1994
35.83,zwe,1995
36.27,zwe,1996
37.01,zwe,1997
37.53,zwe,1998
38.36,zwe,1999
38.93,zwe,2000
39.4,zwe,2001
39.99,zwe,2002
40.45,zwe,2003
41.36,zwe,2004
41.62,zwe,2005
42.01,zwe,2006
42.01,zwe,2007
42.52,zwe,2008
42.39,zwe,2009
